,num_layers,accuracy_train_init,accuracy_test_init,alignment_train_init,accuracy_train_final,accuracy_test_final,alignment_train_epochs,circuit_executions,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config.name,config.file,config.n_samples,config.noise,config.num_sectors,config.points_per_sector,config.grid_size,config.sampling_radius,config.training_size,config.testing_size,config.validation_size,config.device,config.n_qubits,config.trainable,config.input_scaling,config.data_reuploading,config.ansatz,config.ansatz_layers,config.optimizer,config.lr,config.epochs,config.train_method,config.target_accuracy,config.get_alignment_every,config.validate_every_epoch,config.base_path,config.lambda_kao,config.lambda_co,config.clusters,config.ray_logging_path
0,5,0.8333333333333334,0.6,0.13618053495883942,0.9666666666666667,1.0,"[0.24281544983386993, 0.2645462453365326, 0.27247148752212524, 0.28137269616127014, 0.31074443459510803, 0.35127949714660645, 0.3759744465351105, 0.3280012607574463, 0.3540506660938263, 0.38522565364837646, 0.3518892824649811, 0.3172111511230469, 0.39008235931396484, 0.41183334589004517, 0.4147148132324219, 0.4382370114326477, 0.4241086542606354, 0.43973034620285034, 0.49015742540359497, 0.4837912619113922, 0.47158685326576233, 0.47737976908683777, 0.49856868386268616, 0.4893919825553894, 0.47926774621009827, 0.4583572745323181, 0.4464471936225891, 0.4445970058441162, 0.40797555446624756, 0.4594774842262268, 0.4439612030982971, 0.4253608286380768, 0.4434344470500946, 0.46606945991516113, 0.4619330167770386, 0.48780950903892517, 0.42402467131614685, 0.5239555835723877, 0.48798850178718567, 0.4316491484642029]",7200,1732406526,,False,1,6d0a9_00052,2024-11-24_01-02-06,618.0666439533234,618.0666439533234,254385,digvijay-Alienware-Area-51-R5,172.24.11.109,618.0666439533234,1,checkerboard,/home/digvijay/Documents/developer/greedy_kernel_alignment/data/checkerboard_dataset.npy,200,0.5,3,15,4,0.1,0.6,0.4,0.0,lightning.qubit,4,True,True,True,he,5,adam,0.1,200,random,0.95,5,10,results/,0.001,0.001,6,logs/checkerboard
0,5,0.8333333333333334,0.6,0.13618053495883942,1.0,0.9666666666666667,"[0.12340059876441956, 0.1464419960975647, 0.18803445994853973, 0.23010331392288208, 0.24990558624267578, 0.2611868381500244, 0.272382915019989, 0.2880578637123108, 0.3026871085166931, 0.3135193884372711, 0.32293900847435, 0.3311461806297302, 0.33264660835266113, 0.3396455943584442, 0.3464004397392273, 0.354177325963974, 0.36003097891807556, 0.364266037940979, 0.364629864692688, 0.3667922914028168, 0.3724483847618103, 0.37695494294166565, 0.3821679949760437, 0.38788720965385437, 0.392634779214859, 0.3960872292518616, 0.4006898105144501, 0.4106212854385376, 0.4196396768093109, 0.42291271686553955, 0.429499089717865, 0.43548503518104553, 0.44858625531196594, 0.46172142028808594, 0.47206106781959534, 0.47856995463371277, 0.48080214858055115, 0.4825713038444519, 0.48827600479125977, 0.49671241641044617]",7200,1732413004,,False,1,6d0a9_00072,2024-11-24_02-50-04,618.7019770145416,618.7019770145416,338083,digvijay-Alienware-Area-51-R5,172.24.11.109,618.7019770145416,1,checkerboard,/home/digvijay/Documents/developer/greedy_kernel_alignment/data/checkerboard_dataset.npy,200,0.5,3,15,4,0.1,0.6,0.4,0.0,lightning.qubit,4,True,True,True,he,5,adam,0.01,200,random,0.95,5,10,results/,0.001,0.001,6,logs/checkerboard
0,5,0.8333333333333334,0.6,0.13618053495883942,0.9666666666666667,0.6,"[0.28074127435684204, 0.27687549591064453, 0.2579372823238373, 0.33249491453170776, 0.30959904193878174, 0.3303444981575012, 0.18977458775043488, 0.3729570806026459, 0.34338390827178955, 0.3217906057834625, 0.295878529548645, 0.28092071413993835, 0.32759299874305725, 0.2851998507976532, 0.30663803219795227, 0.31950390338897705, 0.24265968799591064, 0.2704922556877136, 0.2522873878479004, 0.23172377049922943, 0.2025938630104065, 0.23890459537506104, 0.21801349520683289, 0.2383207380771637, 0.1929643601179123, 0.2252533733844757, 0.19402450323104858, 0.13195817172527313, 0.2001190036535263, 0.19694620370864868, 0.2144445925951004, 0.16905613243579865, 0.15626408159732819, 0.21816734969615936, 0.17982400953769684, 0.2126970887184143, 0.21508203446865082, 0.20009778439998627, 0.16073501110076904, 0.1687089204788208]",3200,1732394966,,False,1,6d0a9_00016,2024-11-23_21-49-26,546.0403482913971,546.0403482913971,106258,digvijay-Alienware-Area-51-R5,172.24.11.109,546.0403482913971,1,checkerboard,/home/digvijay/Documents/developer/greedy_kernel_alignment/data/checkerboard_dataset.npy,200,0.5,3,15,4,0.1,0.6,0.4,0.0,lightning.qubit,4,True,True,True,he,5,adam,0.2,200,random,0.95,5,10,results/,0.001,0.001,4,logs/checkerboard
0,5,0.8333333333333334,0.6,0.13618053495883942,1.0,0.9,"[0.10707392543554306, 0.10499807447195053, 0.11743997782468796, 0.1536353975534439, 0.1909336894750595, 0.20937365293502808, 0.22307954728603363, 0.23402853310108185, 0.24099187552928925, 0.24774914979934692, 0.2603297233581543, 0.2757534980773926, 0.28597310185432434, 0.28913557529449463, 0.28996050357818604, 0.2987630367279053, 0.31326237320899963, 0.3262427747249603, 0.3335398733615875, 0.34096550941467285, 0.35197752714157104, 0.36236754059791565, 0.3705090284347534, 0.378439337015152, 0.3817077875137329, 0.38809457421302795, 0.3935847878456116, 0.4013255834579468, 0.41119498014450073, 0.41618162393569946, 0.42087477445602417, 0.42353853583335876, 0.4280622601509094, 0.4299781322479248, 0.4305661916732788, 0.43074408173561096, 0.4280155897140503, 0.42855000495910645, 0.4276348650455475, 0.42856988310813904]",3200,1732398199,,False,1,6d0a9_00026,2024-11-23_22-43-19,546.6983745098114,546.6983745098114,148232,digvijay-Alienware-Area-51-R5,172.24.11.109,546.6983745098114,1,checkerboard,/home/digvijay/Documents/developer/greedy_kernel_alignment/data/checkerboard_dataset.npy,200,0.5,3,15,4,0.1,0.6,0.4,0.0,lightning.qubit,4,True,True,True,he,5,adam,0.01,200,random,0.95,5,10,results/,0.001,0.001,4,logs/checkerboard
0,5,0.8333333333333334,0.6,0.13618053495883942,0.9666666666666667,1.0,"[0.24281544983386993, 0.2645462453365326, 0.27247148752212524, 0.28137269616127014, 0.31074443459510803, 0.35127949714660645, 0.3759744465351105, 0.3280012607574463, 0.3540506660938263, 0.38522565364837646, 0.3518892824649811, 0.3172111511230469, 0.39008235931396484, 0.41183334589004517, 0.4147148132324219, 0.4382370114326477, 0.4241086542606354, 0.43973034620285034, 0.49015742540359497, 0.4837912619113922, 0.47158685326576233, 0.47737976908683777, 0.49856868386268616, 0.4893919825553894, 0.47926774621009827, 0.4583572745323181, 0.4464471936225891, 0.4445970058441162, 0.40797555446624756, 0.4594774842262268, 0.4439612030982971, 0.4253608286380768, 0.4434344470500946, 0.46606945991516113, 0.4619330167770386, 0.48780950903892517, 0.42402467131614685, 0.5239555835723877, 0.48798850178718567, 0.4316491484642029]",7200,1732411421,,False,1,6d0a9_00067,2024-11-24_02-23-41,614.1588213443756,614.1588213443756,317798,digvijay-Alienware-Area-51-R5,172.24.11.109,614.1588213443756,1,checkerboard,/home/digvijay/Documents/developer/greedy_kernel_alignment/data/checkerboard_dataset.npy,200,0.5,3,15,4,0.1,0.6,0.4,0.0,lightning.qubit,4,True,True,True,he,5,adam,0.1,200,random,0.95,5,10,results/,0.001,0.001,6,logs/checkerboard
0,5,0.8333333333333334,0.6,0.13618053495883942,1.0,1.0,"[0.2111709713935852, 0.2233261615037918, 0.2381109744310379, 0.20953799784183502, 0.22473108768463135, 0.2524247169494629, 0.31535711884498596, 0.3467235565185547, 0.292497456073761, 0.3006918132305145, 0.31083619594573975, 0.2886302173137665, 0.3125215470790863, 0.34811490774154663, 0.3748242259025574, 0.34615981578826904, 0.3584534227848053, 0.33746182918548584, 0.30959004163742065, 0.3571966588497162, 0.3439372777938843, 0.3317584991455078, 0.30541154742240906, 0.31431126594543457, 0.3683534860610962, 0.3543669581413269, 0.2930007576942444, 0.3247876763343811, 0.27342119812965393, 0.2980666160583496, 0.2682303190231323, 0.3522861897945404, 0.35610759258270264, 0.49356502294540405, 0.4504692256450653, 0.42893245816230774, 0.5095862746238708, 0.48347532749176025, 0.5094822645187378, 0.5070400834083557]",3200,1732391712,,False,1,6d0a9_00006,2024-11-23_20-55-12,544.6594457626343,544.6594457626343,63237,digvijay-Alienware-Area-51-R5,172.24.11.109,544.6594457626343,1,checkerboard,/home/digvijay/Documents/developer/greedy_kernel_alignment/data/checkerboard_dataset.npy,200,0.5,3,15,4,0.1,0.6,0.4,0.0,lightning.qubit,4,True,True,True,he,5,adam,0.1,200,random,0.95,5,10,results/,0.001,0.001,4,logs/checkerboard
0,5,0.8333333333333334,0.6,0.13618053495883942,0.9666666666666667,0.6,"[0.28074127435684204, 0.27687549591064453, 0.2579372823238373, 0.33249491453170776, 0.30959904193878174, 0.3303444981575012, 0.18977458775043488, 0.3729570806026459, 0.34338390827178955, 0.3217906057834625, 0.295878529548645, 0.28092071413993835, 0.32759299874305725, 0.2851998507976532, 0.30663803219795227, 0.31950390338897705, 0.24265968799591064, 0.2704922556877136, 0.2522873878479004, 0.23172377049922943, 0.2025938630104065, 0.23890459537506104, 0.21801349520683289, 0.2383207380771637, 0.1929643601179123, 0.2252533733844757, 0.19402450323104858, 0.13195817172527313, 0.2001190036535263, 0.19694620370864868, 0.2144445925951004, 0.16905613243579865, 0.15626408159732819, 0.21816734969615936, 0.17982400953769684, 0.2126970887184143, 0.21508203446865082, 0.20009778439998627, 0.16073501110076904, 0.1687089204788208]",3200,1732409577,,False,1,6d0a9_00061,2024-11-24_01-52-57,545.2291533946991,545.2291533946991,294901,digvijay-Alienware-Area-51-R5,172.24.11.109,545.2291533946991,1,checkerboard,/home/digvijay/Documents/developer/greedy_kernel_alignment/data/checkerboard_dataset.npy,200,0.5,3,15,4,0.1,0.6,0.4,0.0,lightning.qubit,4,True,True,True,he,5,adam,0.2,200,random,0.95,5,10,results/,0.001,0.001,4,logs/checkerboard
0,5,0.8333333333333334,0.6,0.13618053495883942,1.0,0.7666666666666667,"[0.15475374460220337, 0.19737349450588226, 0.2240840047597885, 0.24959546327590942, 0.2699952721595764, 0.2880048453807831, 0.3041383922100067, 0.3203372657299042, 0.335805207490921, 0.3507552742958069, 0.3619202971458435, 0.37276455760002136, 0.3832184672355652, 0.39026856422424316, 0.3964344561100006, 0.40313228964805603, 0.4088529944419861, 0.4114682674407959, 0.4111606180667877, 0.41234922409057617, 0.4152064025402069, 0.4182649552822113, 0.42471787333488464, 0.4279739558696747, 0.43069642782211304, 0.43433839082717896, 0.4375724494457245, 0.43982601165771484, 0.44412460923194885, 0.448910117149353, 0.45222458243370056, 0.4550641179084778, 0.4551718533039093, 0.4562795162200928, 0.4599904417991638, 0.4621238708496094, 0.46488308906555176, 0.46747010946273804, 0.4664751887321472, 0.4692322015762329]",20000,1732394416,,False,1,6d0a9_00014,2024-11-23_21-40-16,850.7653012275696,850.7653012275696,95274,digvijay-Alienware-Area-51-R5,172.24.11.109,850.7653012275696,1,checkerboard,/home/digvijay/Documents/developer/greedy_kernel_alignment/data/checkerboard_dataset.npy,200,0.5,3,15,4,0.1,0.6,0.4,0.0,lightning.qubit,4,True,True,True,he,5,adam,0.01,200,random,0.95,5,10,results/,0.001,0.001,10,logs/checkerboard
0,5,0.8333333333333334,0.6,0.13618053495883942,1.0,1.0,"[0.21817179024219513, 0.20192191004753113, 0.2715685963630676, 0.351226806640625, 0.3169736862182617, 0.30642250180244446, 0.2931837737560272, 0.4314506947994232, 0.48773854970932007, 0.45391184091567993, 0.4897124171257019, 0.5085632801055908, 0.5339693427085876, 0.4752131402492523, 0.4652591049671173, 0.5117233395576477, 0.4877091944217682, 0.5518255829811096, 0.5578119158744812, 0.5297074317932129, 0.5571529269218445, 0.4953322112560272, 0.5758829712867737, 0.5655715465545654, 0.5671677589416504, 0.5129175186157227, 0.457699716091156, 0.5756070017814636, 0.6013153791427612, 0.5720645785331726, 0.5948101282119751, 0.5749030709266663, 0.555782675743103, 0.5776322484016418, 0.571177065372467, 0.5909118056297302, 0.5274884104728699, 0.5590033531188965, 0.5885263085365295, 0.5625394582748413]",20000,1732400889,,False,1,6d0a9_00034,2024-11-23_23-28-09,842.2604773044586,842.2604773044586,179069,digvijay-Alienware-Area-51-R5,172.24.11.109,842.2604773044586,1,checkerboard,/home/digvijay/Documents/developer/greedy_kernel_alignment/data/checkerboard_dataset.npy,200,0.5,3,15,4,0.1,0.6,0.4,0.0,lightning.qubit,4,True,True,True,he,5,adam,0.2,200,random,0.95,5,10,results/,0.001,0.001,10,logs/checkerboard
0,5,0.8333333333333334,0.6,0.13618053495883942,0.9,0.5,"[0.22609567642211914, 0.2938433885574341, 0.310769647359848, 0.2734493613243103, 0.263136625289917, 0.20911669731140137, 0.19363677501678467, 0.2353791445493698, 0.3452547490596771, 0.29622817039489746, 0.2904587388038635, 0.1655949056148529, 0.17612501978874207, 0.17706869542598724, 0.22407402098178864, 0.2501656413078308, 0.24939888715744019, 0.25414419174194336, 0.22306004166603088, 0.20113596320152283, 0.1966748684644699, 0.2042001634836197, 0.19846872985363007, 0.17470695078372955, 0.15983061492443085, 0.1617041528224945, 0.17497016489505768, 0.1880916953086853, 0.16753777861595154, 0.15866684913635254, 0.14795592427253723, 0.19661548733711243, 0.2139495611190796, 0.20271489024162292, 0.20750415325164795, 0.2260904610157013, 0.24759794771671295, 0.23635776340961456, 0.23397743701934814, 0.13867531716823578]",800,1732405904,,False,1,6d0a9_00050,2024-11-24_00-51-44,504.3006284236908,504.3006284236908,247965,digvijay-Alienware-Area-51-R5,172.24.11.109,504.3006284236908,1,checkerboard,/home/digvijay/Documents/developer/greedy_kernel_alignment/data/checkerboard_dataset.npy,200,0.5,3,15,4,0.1,0.6,0.4,0.0,lightning.qubit,4,True,True,True,he,5,adam,0.1,200,random,0.95,5,10,results/,0.001,0.001,2,logs/checkerboard
