feature_1,feature_2,feature_3,feature_4,feature_5,target
-47.52531381121281,-48.497028366575535,-241.22472785471547,59.71056421402318,342.48807362370167,-1
206.1390680921836,-363.40317454219803,423.9253538088144,23.004523141006757,450.9086259603673,-1
436.0442862171308,25.53899997984422,98.12824541616851,-406.73042257756117,452.1795475730978,-1
387.65538353506906,-295.18132464252545,-178.7247870951103,-155.2083243913873,-141.39276430987815,-1
-86.46147713602335,268.79749844971957,156.3123690917978,490.3994361909582,-389.00855888614785,1
344.4806615436647,269.37591004950275,256.56848829442174,166.49241365844773,-193.238633896205,1
-49.22864216537516,-469.4610184530381,-365.17228362670414,162.51874315662633,-420.9348891635816,1
-336.3571051565783,63.24577871650956,-315.58877261747165,344.09574164932826,24.78741013836884,1
154.3330236431035,-276.5401354910623,491.30268968262953,232.07234966959527,-155.3630549920403,-1
438.7344411237142,443.0881011202914,453.5879489052545,-47.034548002094084,473.4680283949433,-1
49.32959436181602,-67.43148243686215,171.92706713010045,-147.3116560433553,52.66809041150282,-1
227.48717411684004,-39.83485043221481,-16.262635020285813,-458.4234368089152,-244.62528516583626,1
-18.760742692248243,-312.81106772474595,-361.9355882788925,-417.3895712685266,368.5982619084697,-1
-383.8098838466508,-351.813411600177,-417.57129652793435,124.02344909757085,-9.599187973863138,1
-486.854882493575,-142.85594279096694,-228.92438040007846,468.1195177582357,-146.94543155463435,1
490.3232596767498,123.52979979972906,-473.0562577721826,288.5459313238563,-81.1364985796863,1
282.51304792332314,-269.638505905375,-233.72681662978567,442.2680928025221,-122.39238931802834,-1
-344.307583117086,-22.377576161730303,249.0075734210643,415.1044161269755,194.98574188501448,-1
158.3532139964019,-110.26964222516136,-23.950496854902156,489.79788619093506,-253.6078362445392,1
-227.19016161576775,419.8185366998615,0.9084030436990815,-416.3354763082312,196.05453558567797,1
71.18928124487536,-342.10920609945254,99.94347808834095,-271.4345305829865,-106.7672218958088,-1
-355.9675261471999,-447.84055513112475,20.74141982481774,-298.26209904451514,134.70037021782537,-1
16.54061766590405,-125.31826791586565,-98.95670074083353,-499.63871539025473,261.16843557822267,-1
-90.30677670374752,-131.49517466648285,-403.0266066651068,188.8633127835842,-203.66484090131286,1
-309.85805070339893,403.36157039286104,-423.9415351054209,-316.6684656966153,155.72073305437084,1
-133.2137799685196,-375.4640998256241,356.3947388551544,318.51189849728394,274.2734472545827,-1
216.64966413397963,469.8280929606657,-224.6132318597305,-435.4516292894615,151.87645514984865,1
476.7630459323108,-6.106763689565639,22.707582541964257,-116.43510632002494,-154.83212842090643,-1
266.0303612522872,173.86005772687474,-486.2412105245285,258.8793886069584,-230.18703529324682,1
-217.97592094506547,-34.902402678431486,-346.56769267673417,347.69542727242583,497.03361452315494,-1
307.0543437426303,449.9920392036605,-481.0025612786305,304.2734355473566,285.1447148848147,1
107.56103136697322,196.82119757967723,-266.0732602238562,443.80815678606143,-390.5374099463604,1
43.749201661214784,274.2553870091176,-337.4517887343419,483.22204125433814,-306.2239105840505,1
-277.32831198593124,-256.42671165777864,-463.8960504597859,-378.84390027992663,-206.6096353264042,1
-165.70978635517798,149.13796074491722,-408.95752304177626,-462.4402130650079,-352.8541480551834,1
254.8550015383613,-174.94984644726975,474.9534468819269,24.994286423909898,197.65070160252844,-1
-39.33971277569992,-428.9420481570622,164.93459087299425,441.49528310788196,-268.87157807367794,1
-272.81136356703314,-222.29843868922796,-269.8679005227471,21.270548235199158,240.7291433723948,-1
248.30055822820214,42.97178880842762,-185.88984750961532,301.10479574254464,219.50469104403692,-1
-322.5249263127961,42.60877244626283,-248.61525355135194,8.736117518357332,289.6726839245613,-1
-270.97631671107683,-199.8070592355872,256.41084395044913,237.05088525428698,-445.6030870744455,1
259.17977233099066,-256.7756613339526,243.47433596096755,-151.0072542487897,-395.7977687221498,1
-171.3518436747824,-5.077442951139005,-19.771645636810092,-8.97678035965896,-449.1713050437598,1
224.6619871905043,-165.0494154530793,-239.6406912324448,-344.7982209581705,-187.7871612539834,1
-63.209031940048135,-499.97496625696914,-352.49869730613125,-498.2157215134211,142.0477282202138,-1
-33.31407629585658,-33.72429056594706,48.826939637845044,-352.35952834876315,-485.4941916745861,1
-63.63982318937576,120.16249116965832,-106.77462269043406,310.47925544849113,306.97839942067674,-1
252.17317248459892,472.14607070234354,446.28058248388334,476.91563877000783,479.3156275123753,-1
284.53530016476213,-128.66917810543418,129.4152835816426,344.0861732682006,372.1149257616254,-1
402.88574991798714,471.1230487022699,196.24909150566577,402.1864432548915,40.88750062942029,1
444.34565435460877,128.59497106932918,84.09295878026182,-419.72735475357405,-203.5638758283178,-1
354.42511115579566,399.56548708172784,382.4192444031539,82.84381686178665,-431.9155705266603,1
-152.07292948283845,-283.6738274864682,152.43308618228707,-119.26499617252415,169.67259459474894,-1
-467.44390353480014,199.81314254614665,54.22842446459447,-250.80330792624716,319.37539218791983,-1
-173.01012535200198,-23.037301180667043,-464.8469756991346,-441.1392857651166,13.091228306125458,1
-254.97289698296888,-421.97308631100026,-198.2958057789986,-322.00567704901806,441.4812088428265,-1
-444.6813089756306,405.62252852364145,482.43925144655714,-491.5815079724273,115.43604253234014,1
279.7987382379872,61.812150451966886,413.89917336663575,346.7126099350462,195.69388394925977,-1
180.28968508937567,496.7116276396471,-446.0353719019251,-343.50333436186077,240.790271160271,1
46.481063007232024,-241.72869856095713,301.53010910842954,493.16580136428786,-58.048257241053534,-1
-181.9514480991857,298.1509389910973,-11.863867745365724,-346.42922102255136,-134.18633004093016,1
-238.87083712893508,211.10150414962334,453.34719478850946,-189.3847249586541,-451.81787896307367,1
-115.06890209630569,-82.91323573092177,-216.40207236874767,-304.0754042116377,275.8245898664785,-1
-165.40906006889753,-333.9879853444105,-75.67289147197766,24.759224238135744,-310.5054308848628,1
492.6533985996648,171.78377126525197,-17.532277773832732,-54.193671030674864,176.1755691903096,-1
-82.24682325040777,345.94440819738065,-95.87452073599479,275.03040965811306,318.9402964376785,-1
394.1929082223361,-442.89222465407073,102.67085756935035,496.4863080838668,145.6442352391739,-1
-286.2963141291975,110.74683031098687,179.99052691174893,214.05795351920062,-249.15951799651103,1
-43.578161228752265,140.0270681957503,-284.0486479268393,388.00522201701983,-378.2413332767477,1
-321.84239490640573,-458.23586525842717,413.2244816785766,35.49124260914118,221.0504728582498,-1
117.92802222979174,400.8882696773221,-339.94581048874124,151.86328488762308,66.54073118165309,1
-261.49907361200263,-234.77376556518215,177.13524887970243,-143.32707956009438,-40.39127694024637,-1
245.13462868897147,112.27290934767029,434.36604030127796,-478.9843009065008,281.4318069271766,-1
-217.2503161585637,-220.21527796191884,325.01594654889084,112.6815590392248,-24.491475789501408,-1
268.5984072158868,-396.6603704625724,118.68082389266283,138.42294363319604,61.915835948185986,-1
267.77812892911356,234.35948517443614,-428.2510164448454,395.5135948346049,278.9415895301007,-1
-236.1044570831151,-497.0954255519485,135.34296867971022,-422.02846899252245,356.14719533999846,-1
492.84675776877657,-213.8358549276914,-363.4593985082545,-215.95999909976337,141.60557849424663,-1
-148.24097417458205,-484.9688183143963,129.43965830689524,-188.3844064331256,-441.3183922119639,1
-456.05401034247194,-326.42650941259546,229.87689010786005,87.60017563573786,458.7216167666111,-1
-112.42418102354412,-45.58923974650776,-214.60099395862187,-163.88990905887437,480.6443140810625,-1
-29.343254740550208,184.662178781918,86.03928761695374,179.39009121017227,400.5028714831742,-1
-167.48485839504758,306.1962963486361,-299.60371579136813,110.82603900525464,-481.8387285054005,1
92.26916250340969,-365.5270511927875,-230.11434063489975,-468.5179232713168,-36.87404291983597,-1
36.78174108583596,-302.10870827439174,-122.40127320334858,329.03847123386527,-46.94044616323265,-1
276.69970744130933,252.81661809566242,-263.640062959958,-486.111021093501,-289.2471650421286,1
384.4429674176356,280.3795842467247,43.433218689370165,-192.5116975340261,114.78186718079019,-1
-399.07369337381516,132.8863508756108,443.9874776020166,406.92846910168964,136.91678978014374,1
19.42306973151085,-357.20812838636016,457.6923069951238,-139.72571502109912,-272.7062475496471,-1
488.4570372748474,-382.16190416826777,192.01260696333372,-306.9977036615491,186.39618122550746,-1
-42.74448342266436,-211.96971909278273,-146.53901423175506,232.1092944211889,147.0992917567611,-1
73.84112786826097,280.38856137127016,62.38332051913551,-1.5746903845260931,-374.6153156654419,1
-124.37437047339859,432.0856422980769,359.984819461392,-317.30611370532483,-288.02334699390167,1
135.40224413895453,-368.63552277064207,413.23007008224147,398.25042160173894,26.83337737038164,-1
-262.94005854148793,469.2706149310178,137.22586135702545,-106.99979764073464,14.431133884744668,1
-326.825454797098,-160.50881543939653,471.7400900509282,-327.6552671661466,-486.1065730091555,1
358.81605493606946,-275.69207383150354,-7.564830111842298,413.8851832955643,63.03679192801735,-1
-167.27184309180097,443.88483536398394,-474.28196695493284,392.0910018071544,424.9859563955513,1
146.85453068810818,-453.7303565590192,-415.76596273446376,-146.02157724841646,71.75727487586403,-1
-292.91626077294006,314.1350504275059,192.29617173141435,-134.99307260083526,379.0941664452172,-1
