Feature 1,Feature 2,target
3.362228936482253,-8.23975000918151,1
3.957187856018177,3.5859030710322504,-1
7.892050025882652,7.608494513687077,-1
-3.994799243248837,-3.4185863691370733,-1
3.640634131460657,-7.803232331397398,1
8.13504106483008,-0.16475078644898697,-1
3.1504417102760773,-8.210302008672304,1
-8.137085806610708,3.6790890923113526,1
3.6974597018862787,7.43109851616093,1
3.8899793211393425,3.079231534105766,-1
7.184750185928858,-0.40323452436696167,-1
-3.614649548302271,-3.834887629225401,-1
0.4632443494000271,0.31666507758517437,-1
0.6529645215726542,-8.572056551184254,-1
0.12966654099537686,-0.052057221747073834,-1
0.20773860569646893,8.61309556520103,-1
-0.08324890014291009,-4.1972003738635335,1
-3.8960468823006305,-7.6872708512890755,1
-8.156843261252863,3.4145940207471526,1
8.03463591498916,-0.06227089415683179,-1
-7.542870874193992,8.30077321307471,-1
-3.793985893116536,0.20551438036488354,1
-7.58760019100162,0.37251204764647944,-1
-8.217753089810072,-7.955630964116054,-1
0.11239674709401307,-4.249079807928237,1
7.348983024846735,-3.980766021335447,1
4.030947323059047,7.655486319468695,1
-8.240255475967523,-4.11667749991731,1
0.030321823277490535,3.729135315395155,1
3.6641112631276895,-8.23975705817761,1
3.9488329634076935,7.617783823759829,1
3.8199738114083024,-3.7508600270610004,-1
3.314746188363649,-7.458451050333835,1
3.393923575120579,4.54674970697781,-1
-3.810704950170582,-0.02913156506274911,1
-8.591408796146972,-4.2879376833578835,1
-0.3926034604191804,-7.8151586102946915,-1
3.6963469353785205,-7.939842485409517,1
4.24566668001737,4.303003084018922,-1
3.471906717191743,-7.267416493658258,1
4.609249630907863,8.215564017473863,1
-3.2536901955420974,-3.810466831635285,-1
-8.24068264489176,-3.259088726196425,1
-8.07694438591245,8.120618936933445,-1
-3.7939809254775807,5.541092596261889,-1
-4.367769693693521,-7.380026237992984,1
-4.47652139888106,-3.737378556546468,-1
4.785890053166556,4.014105420788692,-1
3.357421471896971,8.08138545434689,1
8.402517123685776,-4.230756747809259,1
8.192403692694686,8.089553609711652,-1
-0.10102726055726413,-8.499113272785939,-1
4.674856654029026,8.35265590277978,1
4.620460790209009,-3.9537301462828567,-1
-4.31700829537308,7.954105423413241,1
-7.633839152919171,4.131500443863874,1
-0.5792337365989296,3.437014490249378,1
-7.997954617343016,3.906165146649941,1
-8.093661349889334,-8.093654782779673,-1
4.38016953527442,-8.230761462264962,1
0.16517258171024973,3.77451017887841,1
8.03973292217169,-7.699445150651284,-1
3.7201097968029657,4.085591964293688,-1
-4.272009888631397,-7.907098521135598,1
-8.323397441157276,3.7992971825661854,1
-7.683587221182782,7.636245018082104,-1
5.231552323382095,8.447829964573831,1
0.03907043941953269,7.690796086457813,-1
-0.4024069525998808,-0.48567544511509286,-1
-4.620265372426453,-7.972574810077589,1
8.007367351675821,0.6705749249101132,-1
7.655834653886419,-4.15382221769193,1
3.778540277861127,3.5208488429644604,-1
8.302795446658141,7.6311338703289495,-1
-7.67498967104232,0.5424960114283292,-1
-8.767508486119617,7.989394449820313,-1
-4.313301316934495,-8.12882460648227,1
7.769291467772667,-7.697843509669697,-1
-0.008360637585659253,-3.9530690466764873,1
7.763042430304452,-8.345596307871926,-1
-4.338717487227362,-0.6059388898743459,1
-7.965181172704732,-0.11960294018634698,-1
8.334276844826057,-4.451882741863047,1
-3.0741365733305965,3.2530939229633007,-1
4.600942820838411,0.029637912167910077,1
3.892237266222177,0.28701690231838495,1
3.5729518282469623,-4.056951794008517,-1
-7.704613368001835,-3.9314526875240117,1
0.07962387822938802,-8.240086750863519,-1
8.019408651177931,-8.332380046564415,-1
0.09798662844348911,3.797222729851548,1
-3.6183992946027193,4.260556500522319,-1
3.9541840618989528,-7.504873475210616,1
3.386354331705751,-3.4889292712405964,-1
4.651446218228517,-0.5520405832859566,1
-0.33019887871700465,3.8714456633388026,1
-8.396214530052275,7.773480908158891,-1
7.7349504964216615,-7.771760532562737,-1
7.440572970472344,-7.774812305323771,-1
8.148458349348523,-0.24159407468632824,-1
-4.292146652686855,4.08658343583279,-1
-7.870366412242082,-4.154032912166526,1
-4.504353581734018,8.36714477882191,1
-8.211904081506816,4.205306973245342,1
3.787799540955789,3.769672703742128,-1
-3.909016026158348,-7.4771428982870285,1
3.7944532330653225,-0.42368540875558064,1
-7.972988718124831,-8.569899274485383,-1
3.649752698646097,7.446880107614265,1
0.8612729830046226,7.69306097484478,-1
-3.7497330608939974,-4.3428630225665135,-1
-8.185367077124985,-8.186291901428103,-1
-8.191669695138115,-0.07426359066552685,-1
4.2846459512355555,-4.449856836735147,-1
-8.270768800122383,0.24467051553634717,-1
3.7878969526510238,3.682850867095062,-1
0.21883895246801519,-0.08087706097355762,-1
8.043757917841956,8.290306649559477,-1
8.135398562997766,3.8338848344396794,1
8.347842368042263,8.542255143521981,-1
-3.899802859861649,-7.861420716201209,1
-3.798005088407817,8.34630207766805,1
-3.566779502729889,0.4215208208139612,1
0.8532133498625067,-4.780835119809001,1
0.5765093156264463,-8.574344860471776,-1
8.480485568865578,-0.16323014920862056,-1
-8.028804048632134,0.4014131591568097,-1
-9.047898041635898,0.32876100175008954,-1
-8.087868755135005,4.1428450286046985,1
-3.9767165126216,-0.45718811913224927,1
-7.408842382103393,3.792691912690541,1
8.25543698351095,-4.664608024907584,1
7.816255640183902,3.6600622522140833,1
-3.674593113052132,-8.492345726573582,1
7.2516832315896576,-0.14060539361652347,-1
0.27278118851798555,-0.12410670263738242,-1
-3.9307276296595273,0.15412695189153472,1
-4.3091300858150285,3.9052725573039964,-1
-0.3288881582265726,4.097474884596765,1
-7.368314873797043,-7.693026108338836,-1
-8.046259312955296,-4.1204414782357155,1
3.4782121997980586,0.2678690195320154,1
8.467112824663923,0.10176833732048525,-1
-7.963295689385799,3.204972434159643,1
-8.40513244813377,-7.87430106696189,-1
-8.460397430968921,-3.8497207926617314,1
4.657987085400514,3.9003855841774486,-1
3.955068780123668,3.911612160186711,-1
8.348449881372677,-0.13040941286713645,-1
-8.013884707882097,7.532528784952187,-1
0.875921173287069,7.6766806858579395,-1
-4.389872668090929,-3.6851661585030193,-1
-8.184255508383915,-3.5771511095124335,1
-4.126107697856138,4.303587688197307,-1
-4.35580577185021,-4.326324113986176,-1
-4.353542974480453,0.061490042378211165,1
-8.064514284666403,8.161620342725815,-1
8.072746502023397,4.0992882345201345,1
-8.01433041564398,0.6258574623256026,-1
-8.18778975437398,-7.782975982565614,-1
-8.531274419559372,-3.9212555056523506,1
0.027920833996007567,-8.154125438744703,-1
-4.810057034663043,8.074581725907771,1
-3.8224722287415087,8.309853621371735,1
